text;predicted_decision;predicted_rationale
"Implementation
Exclusive device access is implemented by adding a new swap entry type
(SWAP_DEVICE_EXCLUSIVE) which is similar to a migration entry";1;0
" The main
difference is that on fault the original entry is immediately restored by
the fault handler instead of waiting";0;0
"Restoring the entry triggers calls to MMU notifers which allows a device
driver to revoke the atomic access permission from the GPU prior to the
CPU finalising the entry";0;1
"Patches
Patches 1 & 2 refactor existing migration and device private entry
functions";1;1
"Patches 3 & 4 rework try_to_unmap_one() by splitting out unrelated
functionality into separate functions - try_to_migrate_one() and
try_to_munlock_one()";0;0
Patch 5 renames some existing code but does not introduce functionality;1;0
Patch 6 is a small clean-up to swap entry handling in copy_pte_range();1;1
"Patch 7 contains the bulk of the implementation for device exclusive
memory";1;1
"Patch 8 contains some additions to the HMM selftests to ensure everything
works as expected";1;1
Patch 9 is a cleanup for the Nouveau SVM implementation;1;1
"Patch 10 contains the implementation of atomic access for the Nouveau
driver";1;1
"Testing
This has been tested with upstream Mesa 21.1.0 and a simple OpenCL program
which checks that GPU atomic accesses to system memory are atomic";1;1
"Without this series the test fails as there is no way of write-protecting
the page mapping which results in the device clobbering CPU writes";0;1
" For
reference the test is available at
Further testing has been performed by adding support for testing exclusive
access to the hmm-tests kselftests";0;0
This patch (of 10);1;0
"Remove multiple similar inline functions for dealing with different types
of special swap entries";1;0
"Both migration and device private swap entries use the swap offset to
store a pfn";1;0
" Instead of multiple inline functions to obtain a struct page
for each swap entry type use a common function pfn_swap_entry_to_page()";1;0
"Also open-code the various entry_to_pfn() functions as this results is
shorter code that is easier to understand.";0;1
mm: migrate: check mapcount for THP instead of refcount;1;1
"The generic migration path will check refcount, so no need check refcount
here";1;1
" But the old code actually prevents from migrating shared THP
(mapped by multiple processes), so bail out early if mapcount is > 1 to
keep the behavior.";1;1
mm: migrate: don't split THP for misplaced NUMA page;1;0
"The old behavior didn't split THP if migration is failed due to lack of
memory on the target node";0;1
" But the THP migration does split THP, so keep
the old behavior for misplaced NUMA page migration.";0;0
mm: migrate: account THP NUMA migration counters correctly;1;1
"Now both base page and THP NUMA migration is done via
migrate_misplaced_page(), keep the counters correctly for THP.";1;1
mm: thp: refactor NUMA fault handling;1;0
"When the THP NUMA fault support was added THP migration was not supported
yet";0;0
 So the ad hoc THP migration was implemented in NUMA fault handling;1;0
"Since v4.14 THP migration has been supported so it doesn't make too much
sense to still keep another THP migration implementation rather than using
the generic migration code";1;1
"This patch reworks the NUMA fault handling to use generic migration
implementation to migrate misplaced page";1;1
 There is no functional change;1;0
"After the refactor the flow of NUMA fault handling looks just like its
PTE counterpart";0;0
"  Acquire ptl
  Prepare for migration (elevate page refcount)
  Release ptl
  Isolate page from lru and elevate page refcount
  Migrate the misplaced THP
If migration fails just restore the old normal PMD";1;0
"In the old code anon_vma lock was needed to serialize THP migration
against THP split, but since then the THP code has been reworked a lot, it
seems anon_vma lock is not required anymore to avoid the race";0;1
"The page refcount elevation when holding ptl should prevent from THP
split";1;1
"Use migrate_misplaced_page() for both base page and THP NUMA hinting fault
and remove all the dead and duplicate code.";0;0
mm: migrate: fix missing update page_private to hugetlb_page_subpool;1;1
"Since commit d6995da31122 (""hugetlb: use page.private for hugetlb specific
page flags"") converts page.private for hugetlb specific page flags";0;0
" We
should use hugetlb_page_subpool() to get the subpool pointer instead of
page_private()";1;1
This 'could' prevent the migration of hugetlb pages;1;1
" page_private(hpage)
is now used for hugetlb page specific flags";0;1
" At migration time, the only
flag which could be set is HPageVmemmapOptimized";0;0
" This flag will only be
set if the new vmemmap reduction feature is enabled";1;1
" In addition,
!page_mapping() implies an anonymous mapping";1;1
" So, this will prevent
migration of hugetb pages in anonymous mappings if the vmemmap reduction
feature is enabled";1;1
"In addition, that if statement checked for the rare race condition of a
page being migrated while in the process of being freed";0;1
" Since that check
is now wrong, we could leak hugetlb subpool usage counts";0;1
The commit forgot to update it in the page migration routine;0;0
 So fix it.;1;1
mm, hugetlb: fix racy resv_huge_pages underflow on UFFDIO_COPY;1;1
"On UFFDIO_COPY, if we fail to copy the page contents while holding the
hugetlb_fault_mutex, we will drop the mutex and return to the caller after
allocating a page that consumed a reservation";1;1
" In this case there may be
a fault that double consumes the reservation";0;0
" To handle this, we free the
allocated page, fix the reservations, and allocate a temporary hugetlb
page and return that to the caller";1;1
" When the caller does the copy outside
of the lock, we again check the cache, and allocate a page consuming the
reservation, and copy over the contents";0;1
Test;0;0
"Hacked the code locally such that resv_huge_pages underflows produce
a warning and the copy_huge_page_from_user() always fails, then";1;0
"./tools/testing/selftests/vm/userfaultfd hugetlb_shared 10
        2 /tmp/kokonut_test/huge/userfaultfd_test && echo test success
./tools/testing/selftests/vm/userfaultfd hugetlb 10
	2 /tmp/kokonut_test/huge/userfaultfd_test && echo test success
Both tests succeed and produce no warnings";0;1
"After the
test runs number of free/resv hugepages is correct.";0;1
mm/hugetlb: change parameters of arch_make_huge_pte();1;0
"Patch series ""Subject: [PATCH v2 0/5] Implement huge VMAP and VMALLOC on powerpc 8xx"", v2";1;0
This series implements huge VMAP and VMALLOC on powerpc 8xx;0;1
Powerpc 8xx has 4 page sizes;0;0
"- 16k
- 512k
At the time being, vmalloc and vmap only support huge pages which are
leaf at PMD level";0;0
"Here the PMD level is 4M, it doesn't correspond to any supported
page size";1;1
"For now, implement use of 16k and 512k pages which is done
at PTE level";1;0
"Support of 8M pages will be implemented later, it requires use of
hugepd tables";0;0
To allow this, the architecture provides two functions;1;0
"- arch_vmap_pte_range_map_size() which tells vmap_pte_range() what
page size to use";1;0
"A stub returning PAGE_SIZE is provided when the
architecture doesn't provide this function";1;0
what page shift to use for a given area size;1;0
"A stub returning
PAGE_SHIFT is provided when the architecture doesn't provide this
function";0;0
This patch (of 5);1;0
At the time being, arch_make_huge_pte() has the following prototype;0;0
"  pte_t arch_make_huge_pte(pte_t entry, struct vm_area_struct *vma,
vma is used to get the pages shift or size";1;0
vma is also used on Sparc to get vm_flags;1;0
page is not used;0;0
writable is not used;0;0
"In order to use this function without a vma, replace vma by shift and
flags";1;1
 Also remove the used parameters.;1;0
mm: hugetlb: alloc the vmemmap pages associated with each HugeTLB page;0;0
"When we free a HugeTLB page to the buddy allocator, we need to allocate
the vmemmap pages associated with it";0;0
" However, we may not be able to
allocate the vmemmap pages when the system is under memory pressure";0;0
" In
this case, we just refuse to free the HugeTLB page";1;1
" This changes behavior
in some corner cases as listed below";1;1
 1) Failing to free a huge page triggered by the user (decrease nr_pages);0;0
    User needs to try again later;0;1
 2) Failing to free a surplus huge page when freed by the application;0;0
    Try again later when freeing a huge page next time;0;1
" 3) Failing to dissolve a free huge page on ZONE_MOVABLE via
    offline_pages()";0;0
"    This can happen when we have plenty of ZONE_MOVABLE memory, but
    not enough kernel memory to allocate vmemmmap pages";0;1
" We may even
    be able to migrate huge page contents, but will not be able to
    dissolve the source huge page";0;1
" This will prevent an offline
    operation and is unfortunate as memory offlining is expected to
    succeed on movable zones";1;1
" Users that depend on memory hotplug
    to succeed for movable zones should carefully consider whether the
    memory savings gained from this feature are worth the risk of
    possibly not being able to offline memory in certain situations";0;0
" 4) Failing to dissolve a huge page on CMA/ZONE_MOVABLE via
    alloc_contig_range() - once we have that handling in place";1;1
"Mainly
    affects CMA and virtio-mem";1;1
    Similar to 3);1;0
virito-mem will handle migration errors gracefully;0;1
